 -0.299999999999999989E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.296999999999999972E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.293999999999999991E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.290999999999999974E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.287999999999999992E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.284999999999999976E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.281999999999999959E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.278999999999999977E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.275999999999999961E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.272999999999999979E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.269999999999999962E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.266999999999999980E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.263999999999999964E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.260999999999999982E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.257999999999999965E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.254999999999999984E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.251999999999999967E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.248999999999999985E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.245999999999999969E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.242999999999999987E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.239999999999999970E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.236999999999999988E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.233999999999999972E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.230999999999999990E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.227999999999999974E-01  0.000000000000000000E+00  0.000000000000000000E+00
 -0.224999999999999992E-01  0.000000000000000000E+00  0.000000000000000000E+00
