  0.335597483627750534E-01  0.101115352800885994E+01 -0.173483176648022894E-02  0.228550523149498724E-01 -0.115687418109744269E-01  0.113797121862293550E-02  0.000000000000000000E+00  0.000000000000000000E+00
 -0.988040272222865182E-02  0.982902121507435500E+00 -0.352501835559563059E-04 -0.355957858134950469E-01 -0.567502389878689426E-02 -0.205378779047765193E-03  0.209439510239319526E+01  0.000000000000000000E+00
 -0.462678462440868077E-01  0.103744612651491308E+01 -0.194925495054958488E-02  0.743839247591352448E-01  0.280615247973533717E-01 -0.908334881820423981E-03  0.418879020478639053E+01  0.000000000000000000E+00
  0.777207471949536016E-01  0.100218055158995289E+01 -0.190497033147863726E-02  0.729692702081750303E-02 -0.521273826458785866E-01  0.102042802638231960E-02  0.628318530717958623E+01  0.000000000000000000E+00
 -0.652865658484167305E-01  0.983136548229392560E+00  0.197008936141677667E-03 -0.359067475668882752E-01  0.283817347148832798E-01  0.358148385280424521E-04  0.837758040957278105E+01  0.000000000000000000E+00
 -0.112385811274522303E-01  0.103720088547798928E+01 -0.206945589445831600E-02  0.753900374360909203E-01 -0.126815649968229013E-01 -0.135433040774761817E-02  0.104719755119659759E+02  0.000000000000000000E+00
  0.589744236707642200E-01  0.101717088888700324E+01 -0.154800265107043903E-02  0.325941767431632556E-01 -0.239485618749759287E-01  0.154137069831781115E-02  0.125663706143591725E+02  0.000000000000000000E+00
  0.137099740053644586E-01  0.974508741681892721E+00  0.149958797683119322E-03 -0.524866847033454362E-01 -0.169509334927760123E-01 -0.614160116988094981E-03  0.146607657167523673E+02  0.000000000000000000E+00
 -0.307351536470418171E-01  0.103694283250917474E+01 -0.239422743235933591E-02  0.694675250692246143E-01  0.209224972563989385E-01 -0.888883335164996919E-03  0.167551608191455621E+02  0.000000000000000000E+00
  0.871356025043158872E-01  0.995875249401893869E+00 -0.166342078245800928E-02 -0.413255551526697709E-02 -0.619925768758674278E-01  0.141076366866498644E-02  0.188495559215387587E+02  0.000000000000000000E+00
 -0.510374296685578779E-01  0.984739735540352323E+00  0.300219094483823224E-03 -0.361918657317352593E-01  0.213729065766674088E-01 -0.467186063111891278E-03  0.209439510239319517E+02  0.000000000000000000E+00
 -0.984510119474702253E-02  0.102439879571880210E+01 -0.253026918262574431E-02  0.482915802034112954E-01 -0.249179735276395913E-01 -0.114316266724921690E-02  0.230383461263251483E+02  0.000000000000000000E+00
  0.581593610451537901E-01  0.101694788148466886E+01 -0.107376436627576433E-02  0.289859616647205783E-01 -0.306051647259199637E-01  0.165424201123357028E-02  0.251327412287183449E+02  0.000000000000000000E+00
 -0.234108732453983765E-02  0.963508634013577114E+00 -0.355637518746749519E-04 -0.794386586130590433E-01 -0.255516175988118842E-01 -0.109437783931625203E-02  0.272271363311115380E+02  0.000000000000000000E+00
 -0.473670669753728027E-01  0.103533409678826893E+01 -0.264466056196598380E-02  0.638065028875708512E-01  0.191579482926203179E-01 -0.517953900735870472E-03  0.293215314335047346E+02  0.000000000000000000E+00
  0.636841577225675942E-01  0.989648867869151738E+00 -0.120387659797399540E-02 -0.262358460281881048E-01 -0.678571901276498607E-01  0.146104212051821657E-02  0.314159265358979276E+02  0.000000000000000000E+00
 -0.531208254492173196E-01  0.989822349290039649E+00  0.235465848753445581E-04 -0.293414797212995342E-01  0.177604929771928675E-01 -0.904442062507294898E-03  0.335103216382911242E+02  0.000000000000000000E+00
 -0.151312522349681955E-01  0.101378586464961762E+01 -0.271707867086847226E-02  0.135713028130911399E-01 -0.275073122369587988E-01 -0.603445426097248068E-03  0.356047167406843172E+02  0.000000000000000000E+00
  0.678096957445893517E-01  0.101794241586759182E+01 -0.629797180024760589E-03  0.279672583370919985E-01 -0.336442168765016536E-01  0.139166104517235477E-02  0.376991118430775174E+02  0.000000000000000000E+00
 -0.206402651587526660E-02  0.956438753606756342E+00 -0.483286766237871418E-03 -0.108670229914618041E+00 -0.181140851153805474E-01 -0.128550107661403465E-02  0.397935069454707104E+02  0.000000000000000000E+00
 -0.299596752148026460E-01  0.103657186804285839E+01 -0.252654118708141003E-02  0.629125828556342526E-01  0.173577004494554904E-01 -0.875242235098986021E-04  0.418879020478639035E+02  0.000000000000000000E+00
  0.677278626477839096E-01  0.980306150511082275E+00 -0.866624114781982505E-03 -0.608865124403326560E-01 -0.546910173837604624E-01  0.118202856842100829E-02  0.439822971502571036E+02  0.000000000000000000E+00
 -0.307325754160501126E-01  0.991372539847446110E+00 -0.409620970126702575E-03 -0.284815266786712859E-01  0.161810729129341496E-01 -0.101832373407757543E-02  0.460766922526502967E+02  0.000000000000000000E+00
 -0.170029550566752341E-01  0.100424863212192195E+01 -0.250080773450512541E-02 -0.234754103977487041E-01  0.665075303317064562E-02  0.305401130223608954E-04  0.481710873550434897E+02  0.000000000000000000E+00
  0.745799338069614293E-01  0.101223873823169641E+01 -0.431822652465349923E-03  0.172600730009133188E-01 -0.342849176935744113E-01  0.892291946096906573E-03  0.502654824574366899E+02  0.000000000000000000E+00
 -0.307642998377700046E-01  0.951288135542997182E+00 -0.944546820662059677E-03 -0.126067700426137352E+00  0.231975033876795217E-01 -0.104958451983135450E-02  0.523598775598298829E+02  0.000000000000000000E+00
 -0.398064523326757749E-01  0.103643477224078917E+01 -0.211303006491126138E-02  0.635756262105108966E-01  0.182066962199394777E-01  0.169918635724526727E-03  0.544542726622230759E+02  0.000000000000000000E+00
  0.339012004025620942E-01  0.978621283985299462E+00 -0.790859339395102935E-03 -0.693506908592213672E-01 -0.625225412808303946E-02  0.785106761703083895E-03  0.565486677646162690E+02  0.000000000000000000E+00
 -0.419072625055667905E-01  0.992300508987475682E+00 -0.784847668672039372E-03 -0.257338436525580451E-01  0.163745354211441846E-01 -0.823762385347221707E-03  0.586430628670094691E+02  0.000000000000000000E+00
 -0.449560731425794682E-01  0.101175114748584538E+01 -0.204533986320540231E-02  0.589489297956413867E-02  0.535609837925258361E-01  0.374631231702540562E-03  0.607374579694026622E+02  0.000000000000000000E+00
  0.744822970725671218E-01  0.101184315835808691E+01 -0.619515092663537928E-03  0.162208795718992160E-01 -0.354903914580411428E-01  0.394610592818634559E-03  0.628318530717958552E+02  0.000000000000000000E+00
 -0.504223481775466081E-01  0.958684042673551451E+00 -0.114486490536113827E-02 -0.954858472925715768E-01  0.500847041246740496E-01 -0.486058907582742671E-03  0.649262481741890554E+02  0.000000000000000000E+00
 -0.312630707898655727E-01  0.104165007167235557E+01 -0.163432553208130767E-02  0.740809319844740882E-01  0.180672507369425348E-01  0.470720237587719063E-04  0.670206432765822484E+02  0.000000000000000000E+00
  0.391235274750805426E-01  0.989128772943553503E+00 -0.107261795137422755E-02 -0.302414866386729320E-01  0.128584633191428654E-01  0.529176577491804502E-03  0.691150383789754414E+02  0.000000000000000000E+00
