    1    1             0.2000000000             1.2081629867
    1    2             0.2000000000             1.2539997270
    1    3             0.2000000000             1.2998364673
    1    4             0.2000000000             1.3456732075
    1    5             0.2000000000             1.3915099478
    1    6             0.2000000000             1.4373466881
    1    7             0.2000000000             1.4831834283
    1    8             0.2000000000             1.5290201686
    1    9             0.2000000000             1.5748569089
    1   10             0.2000000000             1.6206936491
    1   11             0.2000000000             1.6665303894
    1   12             0.2000000000             1.7123671297
    1   13             0.2000000000             1.7582038699
    1   14             0.2000000000             1.8040406102
    1   15             0.2000000000             1.8498773505
    1   16             0.2000000000             1.8957140907
    1   17             0.2000000000             1.9415508310
    1   18             0.2000000000             1.9873875712
    1   19             0.2000000000             2.0332243115
    1   20             0.2000000000             2.0790610518
    1   21             0.2000000000             2.1248977920
    1   22             0.2000000000             2.1707345323
    1   23             0.2000000000             2.2165712726
    1   24             0.2000000000             2.2624080128
    1   25             0.2000000000             2.3082447531
    1   26             0.2000000000             2.3540814934
    1   27             0.2000000000             2.3999182336
    1   28             0.2000000000             2.4457549739
    1   29             0.2000000000             2.4915917142
    1   30             0.2000000000             2.5374284544
    1   31             0.2000000000             2.5832651947
    1   32             0.2000000000             2.6291019350
    1   33             0.2000000000             2.6749386752
    1   34             0.2000000000             2.7207754155
    1   35             0.2000000000             2.7666121558
    1   36             0.2000000000             2.8124488960
    1   37             0.2000000000             2.8582856363
    1   38             0.2000000000             2.9041223766
    1   39             0.2000000000             2.9499591168
    1   40             0.2000000000             2.9957958571
    1   41             0.2000000000             3.0416325973
    1   42             0.2000000000             3.0874693376
    1   43             0.2000000000             3.1333060779
    1   44             0.2000000000             3.1791428181
    1   45             0.2000000000             3.2249795584
    1   46             0.2000000000             3.2708162987
    1   47             0.2000000000             3.3166530389
    1   48             0.2000000000             3.3624897792
    1   49             0.2000000000             3.4083265195
    1   50             0.2000000000             3.4541632597
    2    1             0.2040000000             1.2081629867
    2    2             0.2040000000             1.2539997270
    2    3             0.2040000000             1.2998364673
    2    4             0.2040000000             1.3456732075
    2    5             0.2040000000             1.3915099478
    2    6             0.2040000000             1.4373466881
    2    7             0.2040000000             1.4831834283
    2    8             0.2040000000             1.5290201686
    2    9             0.2040000000             1.5748569089
    2   10             0.2040000000             1.6206936491
    2   11             0.2040000000             1.6665303894
    2   12             0.2040000000             1.7123671297
    2   13             0.2040000000             1.7582038699
    2   14             0.2040000000             1.8040406102
    2   15             0.2040000000             1.8498773505
    2   16             0.2040000000             1.8957140907
    2   17             0.2040000000             1.9415508310
    2   18             0.2040000000             1.9873875712
    2   19             0.2040000000             2.0332243115
    2   20             0.2040000000             2.0790610518
    2   21             0.2040000000             2.1248977920
    2   22             0.2040000000             2.1707345323
    2   23             0.2040000000             2.2165712726
    2   24             0.2040000000             2.2624080128
    2   25             0.2040000000             2.3082447531
    2   26             0.2040000000             2.3540814934
    2   27             0.2040000000             2.3999182336
    2   28             0.2040000000             2.4457549739
    2   29             0.2040000000             2.4915917142
    2   30             0.2040000000             2.5374284544
    2   31             0.2040000000             2.5832651947
    2   32             0.2040000000             2.6291019350
    2   33             0.2040000000             2.6749386752
    2   34             0.2040000000             2.7207754155
    2   35             0.2040000000             2.7666121558
    2   36             0.2040000000             2.8124488960
    2   37             0.2040000000             2.8582856363
    2   38             0.2040000000             2.9041223766
    2   39             0.2040000000             2.9499591168
    2   40             0.2040000000             2.9957958571
    2   41             0.2040000000             3.0416325973
    2   42             0.2040000000             3.0874693376
    2   43             0.2040000000             3.1333060779
    2   44             0.2040000000             3.1791428181
    2   45             0.2040000000             3.2249795584
    2   46             0.2040000000             3.2708162987
    2   47             0.2040000000             3.3166530389
    2   48             0.2040000000             3.3624897792
    2   49             0.2040000000             3.4083265195
    2   50             0.2040000000             3.4541632597
    3    1             0.2080000000             1.2081629867
    3    2             0.2080000000             1.2539997270
    3    3             0.2080000000             1.2998364673
    3    4             0.2080000000             1.3456732075
    3    5             0.2080000000             1.3915099478
    3    6             0.2080000000             1.4373466881
    3    7             0.2080000000             1.4831834283
    3    8             0.2080000000             1.5290201686
    3    9             0.2080000000             1.5748569089
    3   10             0.2080000000             1.6206936491
    3   11             0.2080000000             1.6665303894
    3   12             0.2080000000             1.7123671297
    3   13             0.2080000000             1.7582038699
    3   14             0.2080000000             1.8040406102
    3   15             0.2080000000             1.8498773505
    3   16             0.2080000000             1.8957140907
    3   17             0.2080000000             1.9415508310
    3   18             0.2080000000             1.9873875712
    3   19             0.2080000000             2.0332243115
    3   20             0.2080000000             2.0790610518
    3   21             0.2080000000             2.1248977920
    3   22             0.2080000000             2.1707345323
    3   23             0.2080000000             2.2165712726
    3   24             0.2080000000             2.2624080128
    3   25             0.2080000000             2.3082447531
    3   26             0.2080000000             2.3540814934
    3   27             0.2080000000             2.3999182336
    3   28             0.2080000000             2.4457549739
    3   29             0.2080000000             2.4915917142
    3   30             0.2080000000             2.5374284544
    3   31             0.2080000000             2.5832651947
    3   32             0.2080000000             2.6291019350
    3   33             0.2080000000             2.6749386752
    3   34             0.2080000000             2.7207754155
    3   35             0.2080000000             2.7666121558
    3   36             0.2080000000             2.8124488960
    3   37             0.2080000000             2.8582856363
    3   38             0.2080000000             2.9041223766
    3   39             0.2080000000             2.9499591168
    3   40             0.2080000000             2.9957958571
    3   41             0.2080000000             3.0416325973
    3   42             0.2080000000             3.0874693376
    3   43             0.2080000000             3.1333060779
    3   44             0.2080000000             3.1791428181
    3   45             0.2080000000             3.2249795584
    3   46             0.2080000000             3.2708162987
    3   47             0.2080000000             3.3166530389
    3   48             0.2080000000             3.3624897792
    3   49             0.2080000000             3.4083265195
    3   50             0.2080000000             3.4541632597
    4    1             0.2120000000             1.2081629867
    4    2             0.2120000000             1.2539997270
    4    3             0.2120000000             1.2998364673
    4    4             0.2120000000             1.3456732075
    4    5             0.2120000000             1.3915099478
    4    6             0.2120000000             1.4373466881
    4    7             0.2120000000             1.4831834283
    4    8             0.2120000000             1.5290201686
    4    9             0.2120000000             1.5748569089
    4   10             0.2120000000             1.6206936491
    4   11             0.2120000000             1.6665303894
    4   12             0.2120000000             1.7123671297
    4   13             0.2120000000             1.7582038699
    4   14             0.2120000000             1.8040406102
    4   15             0.2120000000             1.8498773505
    4   16             0.2120000000             1.8957140907
    4   17             0.2120000000             1.9415508310
    4   18             0.2120000000             1.9873875712
    4   19             0.2120000000             2.0332243115
    4   20             0.2120000000             2.0790610518
    4   21             0.2120000000             2.1248977920
    4   22             0.2120000000             2.1707345323
    4   23             0.2120000000             2.2165712726
    4   24             0.2120000000             2.2624080128
    4   25             0.2120000000             2.3082447531
    4   26             0.2120000000             2.3540814934
    4   27             0.2120000000             2.3999182336
    4   28             0.2120000000             2.4457549739
    4   29             0.2120000000             2.4915917142
    4   30             0.2120000000             2.5374284544
    4   31             0.2120000000             2.5832651947
    4   32             0.2120000000             2.6291019350
    4   33             0.2120000000             2.6749386752
    4   34             0.2120000000             2.7207754155
    4   35             0.2120000000             2.7666121558
    4   36             0.2120000000             2.8124488960
    4   37             0.2120000000             2.8582856363
    4   38             0.2120000000             2.9041223766
    4   39             0.2120000000             2.9499591168
    4   40             0.2120000000             2.9957958571
    4   41             0.2120000000             3.0416325973
    4   42             0.2120000000             3.0874693376
    4   43             0.2120000000             3.1333060779
    4   44             0.2120000000             3.1791428181
    4   45             0.2120000000             3.2249795584
    4   46             0.2120000000             3.2708162987
    4   47             0.2120000000             3.3166530389
    4   48             0.2120000000             3.3624897792
    4   49             0.2120000000             3.4083265195
    4   50             0.2120000000             3.4541632597
    5    1             0.2160000000             1.2081629867
    5    2             0.2160000000             1.2539997270
    5    3             0.2160000000             1.2998364673
    5    4             0.2160000000             1.3456732075
    5    5             0.2160000000             1.3915099478
    5    6             0.2160000000             1.4373466881
    5    7             0.2160000000             1.4831834283
    5    8             0.2160000000             1.5290201686
    5    9             0.2160000000             1.5748569089
    5   10             0.2160000000             1.6206936491
    5   11             0.2160000000             1.6665303894
