 -0.393848039366325160E-18  0.100726618587081496E+01  0.000000000000000000E+00 -0.730929158128810954E-02  0.507172333065490094E-18  0.000000000000000000E+00  0.000000000000000000E+00
 -0.730929158085470135E-07  0.100726618587128747E+01  0.000000000000000000E+00 -0.730929157986973197E-02  0.944991351684354444E-07  0.000000000000000000E+00  0.100000000000000008E-04
 -0.219278747311383125E-06  0.100726618587506733E+01  0.000000000000000000E+00 -0.730929156852271056E-02  0.283497405275746733E-06  0.000000000000000000E+00  0.300000000000000041E-04
 -0.511650409068883161E-06  0.100726618589396710E+01  0.000000000000000000E+00 -0.730929151178760523E-02  0.661493942976362367E-06  0.000000000000000000E+00  0.700000000000000074E-04
 -0.109639372123686195E-05  0.100726618597712636E+01  0.000000000000000000E+00 -0.730929126215314369E-02  0.141748699552313043E-05  0.000000000000000000E+00  0.150000000000000014E-03
 -0.226588024935008508E-05  0.100726618632488307E+01  0.000000000000000000E+00 -0.730929021822727260E-02  0.292947290681078104E-05  0.000000000000000000E+00  0.310000000000000054E-03
 -0.460485251400849411E-05  0.100726618774614973E+01  0.000000000000000000E+00 -0.730928595174862566E-02  0.595344313505911435E-05  0.000000000000000000E+00  0.630000000000000135E-03
 -0.928279062363995865E-05  0.100726619349169133E+01  0.000000000000000000E+00 -0.730926870429813615E-02  0.120013706614303691E-04  0.000000000000000000E+00  0.127000000000000030E-02
 -0.186386151369710373E-04  0.100726621659474547E+01  0.000000000000000000E+00 -0.730919935165710074E-02  0.240971215714794355E-04  0.000000000000000000E+00  0.255000000000000018E-02
 -0.373498491260883624E-04  0.100726630924773497E+01  0.000000000000000000E+00 -0.730892121915402860E-02  0.482877874545193498E-04  0.000000000000000000E+00  0.510999999999999996E-02
 -0.747689913624941031E-04  0.100726668032516931E+01  0.000000000000000000E+00 -0.730780730521322485E-02  0.966624209029078951E-04  0.000000000000000000E+00  0.102299999999999995E-01
 -0.149580651943447267E-03  0.100726816530851937E+01  0.000000000000000000E+00 -0.730334984156785598E-02  0.193358069531556051E-03  0.000000000000000000E+00  0.204700000000000021E-01
 -0.298991032015138991E-03  0.100727410247239213E+01  0.000000000000000000E+00 -0.728553172500615888E-02  0.386320663469799934E-03  0.000000000000000000E+00  0.409500000000000003E-01
 -0.596112354548569744E-03  0.100729777988496161E+01  0.000000000000000000E+00 -0.721452757742790246E-02  0.768828984552949414E-03  0.000000000000000000E+00  0.819100000000000106E-01
 -0.117689909472246156E-02  0.100739130713445268E+01  0.000000000000000000E+00 -0.693490995252492564E-02  0.150693313259442439E-02  0.000000000000000000E+00  0.163830000000000031E+00
 -0.172764755891841168E-02  0.100754305070142514E+01  0.000000000000000000E+00 -0.648414892156396177E-02  0.218566723599213260E-02  0.000000000000000000E+00  0.245750000000000024E+00
 -0.223516833647721116E-02  0.100774711625508906E+01  0.000000000000000000E+00 -0.588366719118600060E-02  0.278070725310193773E-02  0.000000000000000000E+00  0.327670000000000017E+00
 -0.268828022894638261E-02  0.100799583984680519E+01  0.000000000000000000E+00 -0.516072333191347574E-02  0.327335173343932563E-02  0.000000000000000000E+00  0.409590000000000010E+00
 -0.307820016231561159E-02  0.100828028288212646E+01  0.000000000000000000E+00 -0.434623538592078789E-02  0.365124705583354074E-02  0.000000000000000000E+00  0.491510000000000002E+00
 -0.339875283878565042E-02  0.100859075930860209E+01  0.000000000000000000E+00 -0.347260209990109129E-02  0.390846168540419543E-02  0.000000000000000000E+00  0.573429999999999995E+00
 -0.364641010837809740E-02  0.100891734605537131E+01  0.000000000000000000E+00 -0.257175625039112506E-02  0.404502859375917810E-02  0.000000000000000000E+00  0.655349999999999988E+00
 -0.382018556981942366E-02  0.100925033989962376E+01  0.000000000000000000E+00 -0.167359271381673251E-02  0.406612446934633345E-02  0.000000000000000000E+00  0.737269999999999981E+00
 -0.392141781493380703E-02  0.100958063813622601E+01  0.000000000000000000E+00 -0.804823967225874455E-03  0.398105708962913796E-02  0.000000000000000000E+00  0.819189999999999974E+00
 -0.395347705173668476E-02  0.100990003344855128E+01  0.000000000000000000E+00  0.117529805360140020E-04  0.380220374031335108E-02  0.000000000000000000E+00  0.901109999999999967E+00
 -0.392142665998453446E-02  0.101020142340778030E+01  0.000000000000000000E+00  0.757635364051381589E-03  0.354400176417885363E-02  0.000000000000000000E+00  0.983029999999999959E+00
 -0.383166572270782603E-02  0.101047894157912133E+01  0.000000000000000000E+00  0.141871302837682720E-02  0.322205099762657354E-02  0.000000000000000000E+00  0.106495000000000006E+01
 -0.369157244628127859E-02  0.101072802067800760E+01  0.000000000000000000E+00  0.198516002234711952E-02  0.285235458919925935E-02  0.000000000000000000E+00  0.114687000000000006E+01
 -0.350916270240528251E-02  0.101094539938139794E+01  0.000000000000000000E+00  0.245118343040390306E-02  0.245070179215518781E-02  0.000000000000000000E+00  0.122879000000000005E+01
 -0.329277321056951249E-02  0.101112908408426283E+01  0.000000000000000000E+00  0.281468032138905422E-02  0.203218284485550326E-02  0.000000000000000000E+00  0.131071000000000004E+01
 -0.305077525322204656E-02  0.101127827578112428E+01  0.000000000000000000E+00  0.307684068799288528E-02  0.161081969504454068E-02  0.000000000000000000E+00  0.139263000000000003E+01
