  0.000000000000000000E+00  0.100816298375870272E+01  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00
  0.627769255366086992E-01  0.999977614890367628E+00 -0.802066271316898352E-03 -0.193114939389239029E-01 -0.290911107212329170E-01  0.394903221552455933E-05  0.100000000000000002E-01
  0.623769918737923854E-01  0.999442088729750377E+00 -0.801907160486536636E-03 -0.205791042322870377E-01 -0.244485544253851307E-01  0.119849628698191168E-04  0.299999999999999989E-01
  0.615320370149565893E-01  0.998649963380429884E+00 -0.801104245496149850E-03 -0.212616040083540431E-01 -0.152225580466355329E-01  0.281079069426065364E-04  0.700000000000000067E-01
  0.611112724447567396E-01  0.998389520440254197E+00 -0.800463565705830334E-03 -0.207236513288516361E-01 -0.108644124115162485E-01  0.359134980809058043E-04  0.900000000000000105E-01
  0.603273030161211657E-01  0.998114846490560148E+00 -0.798731028548891882E-03 -0.181832560697583363E-01 -0.311559365435403347E-02  0.504290634135867336E-04  0.130000000000000004E+00
  0.596754583716349180E-01  0.998118163362104238E+00 -0.796455251226166664E-03 -0.142298189017010974E-01  0.298711852461626490E-02  0.630085843246957567E-04  0.170000000000000012E+00
  0.594136072679677871E-01  0.998202482634266253E+00 -0.795139313834567320E-03 -0.119301017944694904E-01  0.537082146641285150E-02  0.684953318060445548E-04  0.190000000000000002E+00
  0.590334493921657877E-01  0.998492446303934300E+00 -0.792204743595861446E-03 -0.704036479535361578E-02  0.885092315930297371E-02  0.778920734905321198E-04  0.230000000000000010E+00
  0.588507300357175647E-01  0.998889978564947212E+00 -0.788933638396745423E-03 -0.211886066526035134E-02  0.107896899558858877E-01  0.853646491000821875E-04  0.270000000000000018E+00
  0.588604392038258803E-01  0.999338526802934224E+00 -0.785397521826597628E-03  0.254410141322927112E-02  0.114461407801157121E-01  0.911908498387527412E-04  0.309999999999999998E+00
  0.590485255883892099E-01  0.999792017599386185E+00 -0.781656570705530182E-03  0.677979583697926793E-02  0.110775356666330954E-01  0.956507741390692350E-04  0.349999999999999978E+00
  0.593959408052810167E-01  0.100021408883251883E+01 -0.777760382003738165E-03  0.105009582778872110E-01  0.990952837818127180E-02  0.989900324804220513E-04  0.389999999999999958E+00
  0.598812323380635766E-01  0.100057662477292131E+01 -0.773749602346599798E-03  0.136703083635053898E-01  0.812866202111010155E-02  0.101410346906811010E-03  0.429999999999999938E+00
  0.604820894394276429E-01  0.100085822484107267E+01 -0.769657647200822428E-03  0.162794662159845942E-01  0.588500829062712193E-02  0.103072563967310330E-03  0.469999999999999918E+00
  0.611762176656013568E-01  0.100104286023120426E+01 -0.765512199429334793E-03  0.183359932878329364E-01  0.329816086142901022E-02  0.104103740718087956E-03  0.509999999999999898E+00
  0.619418114301063388E-01  0.100111878179108627E+01 -0.761336410908559176E-03  0.198558411667539708E-01  0.463496941804941200E-03  0.104604531416228530E-03  0.549999999999999933E+00
  0.627577965986998582E-01  0.100107766300874790E+01 -0.757149827709705393E-03  0.208591202579334577E-01 -0.254242008155199138E-02  0.104655514471105142E-03  0.589999999999999969E+00
  0.644609294253666171E-01  0.100062428514790458E+01 -0.748808451617939013E-03  0.214045918344243184E-01 -0.883104324373148140E-02  0.103658696268007648E-03  0.669999999999999929E+00
  0.661346229500272692E-01  0.999662870151108107E+00 -0.740594862758026606E-03  0.201534343139675547E-01 -0.151918345397157525E-01  0.101517430064466702E-03  0.749999999999999889E+00
  0.676423821776624967E-01  0.998198701729747340E+00 -0.732588227187352860E-03  0.172860420976957974E-01 -0.213634188376630799E-01  0.985279345565030540E-04  0.829999999999999849E+00
  0.688620239345203999E-01  0.996254793885825052E+00 -0.724846790850831998E-03  0.129798686717269955E-01 -0.271590592814746380E-01  0.949222111462231968E-04  0.909999999999999809E+00
  0.696854732694525969E-01  0.993866895976579179E+00 -0.717411980925809593E-03  0.741036776943241292E-02 -0.324443573945327954E-01  0.908915447052202949E-04  0.989999999999999769E+00
  0.700186457830335174E-01  0.991079864407029554E+00 -0.710311102333846729E-03  0.751956238498113425E-03 -0.371244147440957586E-01  0.865992397220959899E-04  0.106999999999999984E+01
  0.697813798068227520E-01  0.987944836899761314E+00 -0.703559270994671341E-03 -0.682173751167832517E-02 -0.411360849123996661E-01  0.821875478105206644E-04  0.114999999999999991E+01
  0.689073586182903514E-01  0.984516905845614354E+00 -0.697160933653761454E-03 -0.151383501648143688E-01 -0.444429615491854224E-01  0.777813837850144761E-04  0.122999999999999998E+01
  0.673439707999244352E-01  0.980853128325911650E+00 -0.691111169995628038E-03 -0.240278231202854103E-01 -0.470318178052903657E-01  0.734902201856419660E-04  0.131000000000000005E+01
  0.650520707428266926E-01  0.977010787872832687E+00 -0.685396889043645135E-03 -0.333238325570523811E-01 -0.489097870409355914E-01  0.694089310498285803E-04  0.139000000000000012E+01
  0.620056140203811001E-01  0.973045865937607002E+00 -0.679997984399571299E-03 -0.428654665136502383E-01 -0.501018920202368143E-01  0.656180348870981958E-04  0.147000000000000020E+01
  0.581911525264286536E-01  0.969011704556740350E+00 -0.674888484322932894E-03 -0.524990374652124711E-01 -0.506487110965734219E-01  0.621836185195000191E-04  0.155000000000000027E+01
  0.536071821255146158E-01  0.964957853975524915E+00 -0.670037714067289519E-03 -0.620799443082523938E-01 -0.506040771061897418E-01  0.591571338987771669E-04  0.163000000000000034E+01
  0.482633416845307112E-01  0.960929104513405963E+00 -0.665411474673241227E-03 -0.714745156306434426E-01 -0.500327698258841852E-01  0.565752108622062557E-04  0.171000000000000041E+01
