  0.000000000000000000E+00  0.100816298375870272E+01  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00  0.000000000000000000E+00
  0.365258939752851272E-01  0.101086789831540202E+01 -0.498443606499271810E-03  0.744069599965791178E-02 -0.182045439296863801E-01  0.465413935901670965E-03  0.100000000000000002E-01  0.000000000000000000E+00
  0.366711328145651397E-01  0.101050217845575596E+01 -0.489134045758480023E-03  0.671122695250439116E-02 -0.183661670548107454E-01  0.465510688241001713E-03  0.299999999999999989E-01  0.000000000000000000E+00
  0.369172856330698407E-01  0.100976143595241896E+01 -0.470518563248531160E-03  0.522093010648692988E-02 -0.186654560278502919E-01  0.465137353953950367E-03  0.700000000000000067E-01  0.000000000000000000E+00
  0.372265597648257646E-01  0.100824752573285625E+01 -0.433408127237398929E-03  0.212480637482133101E-02 -0.191571891865269101E-01  0.462118239321113134E-03  0.150000000000000022E+00  0.000000000000000000E+00
  0.372820447346815242E-01  0.100670061527894195E+01 -0.396660437959325016E-03 -0.110280471478262630E-02 -0.194866519048849142E-01  0.456070015848882959E-03  0.230000000000000038E+00  0.000000000000000000E+00
  0.370741694243085854E-01  0.100513456116042321E+01 -0.360517250292209190E-03 -0.442953005663014772E-02 -0.196324940662506477E-01  0.447010236733428668E-03  0.310000000000000053E+00  0.000000000000000000E+00
  0.365962183681001335E-01  0.100356479086352168E+01 -0.325218135257266164E-03 -0.781754797475946346E-02 -0.195769325530952137E-01  0.434976064890980831E-03  0.390000000000000069E+00  0.000000000000000000E+00
  0.358447449074776048E-01  0.100200798573795713E+01 -0.290998883935635457E-03 -0.112244900606673637E-01 -0.193065196542615107E-01  0.420024935768062067E-03  0.470000000000000084E+00  0.000000000000000000E+00
  0.348199015361500344E-01  0.100048170860148988E+01 -0.258089863926567792E-03 -0.146045418243235491E-01 -0.188127536086066284E-01  0.402235071132771196E-03  0.550000000000000044E+00  0.000000000000000000E+00
  0.335256728560190814E-01  0.999003989630457556E+00 -0.226714342531123919E-03 -0.179096970998482152E-01 -0.180925076703772510E-01  0.381705788712913480E-03  0.630000000000000004E+00  0.000000000000000000E+00
  0.319700005861144956E-01  0.997592885715804623E+00 -0.197086794867715556E-03 -0.210911143985090810E-01 -0.171482626335526106E-01  0.358557562782022931E-03  0.709999999999999964E+00  0.000000000000000000E+00
  0.301647945184922821E-01  0.996266029314860413E+00 -0.169411218222856541E-03 -0.241005197968545692E-01 -0.159881366150798204E-01  0.332931803443003115E-03  0.789999999999999925E+00  0.000000000000000000E+00
  0.281258279327663389E-01  0.995040182976202114E+00 -0.143879475978930934E-03 -0.268916005542152274E-01 -0.146257145434284652E-01  0.304990335933741212E-03  0.869999999999999885E+00  0.000000000000000000E+00
  0.258725205090475814E-01  0.993930815194479234E+00 -0.120669695421993977E-03 -0.294213362308959371E-01 -0.130796877721732919E-01  0.274914574430682834E-03  0.949999999999999845E+00  0.000000000000000000E+00
  0.234276159915831617E-01  0.992951712132915776E+00 -0.999447436950758359E-04 -0.316512191319233416E-01 -0.113733211829934126E-01  0.242904396498119687E-03  0.102999999999999980E+01  0.000000000000000000E+00
  0.208167655734921332E-01  0.992114638125880854E+00 -0.818508052739371427E-04 -0.335483227710788243E-01 -0.953377082332916223E-02  0.209176733858186721E-03  0.110999999999999988E+01  0.000000000000000000E+00
  0.180680310744069719E-01  0.991429055848762508E+00 -0.665160827866162241E-04 -0.350861850145914797E-01 -0.759127943027073336E-02  0.173963902302113141E-03  0.118999999999999995E+01  0.000000000000000000E+00
  0.152113244028080005E-01  0.990901914727903455E+00 -0.540496409619841285E-04 -0.362454809432983874E-01 -0.557828012848841665E-02  0.137511698485884981E-03  0.127000000000000002E+01  0.000000000000000000E+00
  0.122778015194990372E-01  0.990537513665763480E+00 -0.445404111368149179E-04 -0.370144687130420438E-01 -0.352844025418439866E-02  0.100077294516685763E-03  0.135000000000000009E+01  0.000000000000000000E+00
  0.929923017258431177E-02  0.990337441571397248E+00 -0.380563711915812185E-04 -0.373891994245703352E-01 -0.147567781033065707E-02  0.619269632747226179E-04  0.143000000000000016E+01  0.000000000000000000E+00
  0.630735110498747021E-02  0.990300596595139360E+00 -0.346439130858393601E-04 -0.373734890672921677E-01  0.546817309819320595E-03  0.233336689803178631E-04  0.151000000000000023E+01  0.000000000000000000E+00
  0.333325229778897456E-02  0.990423282435328067E+00 -0.343274073402741940E-04 -0.369786569927639183E-01  0.250752630069160914E-02 -0.154254408683436245E-04  0.159000000000000030E+01  0.000000000000000000E+00
  0.406775155352554450E-03  0.990699377666808267E+00 -0.371089708471163745E-04 -0.362230412588240985E-01  0.437747929046433931E-02 -0.540716041156119844E-04  0.167000000000000037E+01  0.000000000000000000E+00
 -0.244402960405300370E-02  0.991120571778858372E+00 -0.429684412562193204E-04 -0.351313067873084209E-01  0.613104091408378602E-02 -0.923270328056917557E-04  0.175000000000000044E+01  0.000000000000000000E+00
